Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Timestamp,Label
5849,6,132577,169.31179202860795,64.44443809655212,147.92711569322017,34.69921511543775,165.3001668376879,311.2408312599914,352.5101460858758,37.12168294063256,87.04241470090548,345.42978026012196,147.95485819049705,53.543990801711246,106157.95793745197,150.78601701337425,170.4261566538693,22.660841014885232,461.31332140824134,280.2807306145005,66.25735216796281,157.89004100240763,55.862619175492455,364.9273590283178,88.05438379912516,69.01586623339601,167.76798863246532,63.81179005095953,381.51843501149153,635.5205608106651,0,0,1,0,65,208,127.71580811966952,59.801251578123605,258.72947656746396,420.7873210075501,470.1685465878913,71.66608794135796,2.0484887055859105,0,0,0,0,1,1,0,0,0.12680972440449945,83.13666813494508,104.8736073886522,35.51302041472687,133002.12779669644,171.18767929428247,66.69638335787232,89730.05664583488,92.58935979312906,69.01974365303909,227.67544501375997,113443.65658520223,78.8855528286982,191090.06530687772,145705.87488682213,93709.9187850332,38.44347437690616,345.24578047379305,108.13377435112089,4.49468439710062,575.7408241487146,96.0415578148154,107.054111909241,8.706193014829658,840.5586554170445,303.183626335576,2018-02-22 00:00:00,SSH-Bruteforce
50721,17,131080,120.02586345523704,148.90835362065664,191.4460470804525,142.677721009114,280.97967588750026,197.38915224976148,220.73357107314092,79.43181888420314,544.5170053750683,494.6298316842549,34.31768043971135,44.566143350702696,43548.92316394769,211.09030401692425,174.2098403368418,79.51347719164674,556.9288900704516,411.38540146854046,160.57538786950775,107.7946373726359,77.77841881324741,560.6116536869652,100.80514065084418,196.13049406400526,164.12273591766507,36.66167723679294,79.81146521478524,201.27593581186483,1,0,0,1,153,31,98.62235064715446,211.8725194164645,407.228413981524,520.8789188993874,80.29032293574994,59.27944676292887,1.390811277394107,1,0,0,1,1,1,0,1,1.2155084247936103,54.65971030200683,25.862517743222867,112.26680358861779,63739.8048832273,74.6940523702523,1.4833879722380203,143387.30496932202,13.177311072843139,18.7425805055353,290.5004986540405,154317.28432779058,144.00217782440092,125039.28639006607,80415.69150535621,126342.52897619795,244.84504246623104,145.1247792390003,511.1440624844644,75.5342614597595,615.5215360368622,185.02765785889454,316.3061178274638,27.98539889985169,232.494406541976,331.8569096402224,2018-02-22 00:01:00,Benign
42897,17,98137,140.42140127462164,196.73723141475685,316.1574347419107,133.1072747313468,502.99962819629354,275.3972291519279,78.582776144185,57.70663047557172,155.08340961168042,427.2023415125375,273.14538010448837,32.695522241137965,267.73306860124285,286.5824610227801,295.234868061569,23.340163694833194,17.94227194768399,359.7464915775924,179.7099933589812,259.052156870711,95.69111384505159,222.4882323027873,337.11252460981814,58.089785365944515,300.37136664897855,41.666191651560396,313.66840893959346,184.66075768249874,1,0,1,0,218,74,209.038219058635,171.74358709792602,69.22013453985969,138.05486663890628,218.3526877716425,33.86763954205826,31.352291993826945,0,1,0,1,1,0,1,0,0.9309177076970852,146.994605337082,155.61387613208385,6.715378020965559,110280.12357884973,197.06847791272645,84.33185182100085,97887.57519903063,157.2831486818265,6.741430811988053,132.05650914937902,34026.31127068907,215.83107109944535,160744.89020411845,132465.03561381673,100513.40747533417,185.24417756218298,403.5348063391483,351.41714048760264,130.94256180257008,330.8603147312864,155.26080643963712,390.4906139671182,42.572579907100774,79.43751197044651,526.6004984826321,2018-02-22 00:02:00,DDoS
28762,17,109877,14.359859069077473,110.77904348140427,62.74613629738709,84.84778657548033,175.03800061803656,415.65219207629656,321.55790590569853,107.76418593328337,259.5257076858961,555.2393386731986,146.6379625949255,117.53225429250224,131247.06503395265,116.61598805284808,607.3276993765288,34.2230160311338,120.48030136966531,287.62619172904095,88.86823643377141,22.253119589111833,75.69022574338078,251.73109425626865,208.86999092506966,77.07428275154773,152.04416665639707,23.336638594453902,21.234559314982448,383.5323865747267,0,0,1,1,283,21,55.335008030315784,161.55931119316114,519.3591549360857,119.16111664067236,130.42800853326486,92.51148534653626,56.24911136956028,1,1,1,0,0,0,0,0,0.8668181649343857,4.172731351331379,38.06533441871194,201.77942223910702,106398.95926140068,38.87058600626466,68.33189407999903,89090.0572804748,17.469002184879486,86.3898054688611,142.0585615000565,74262.98088861568,13.574865092989427,156351.36517466343,126596.97823811695,41635.80081696376,116.25030766980976,450.82141677687696,210.2900056082965,20.036186277201782,63.17401298291492,182.4443215084052,158.763592236153,81.95510644469503,547.4896108693077,639.6274171734931,2018-02-22 00:03:00,Benign
28378,6,40740,242.79584983041107,244.13140834772048,66.74170285263769,145.26492576694613,32.76970327267691,568.006169150277,15.805719618098749,83.00799227888308,710.774646414955,78.3981637399387,222.6069751287231,24.807571942246884,177259.05175742757,74.67438771794295,395.6860037503178,27.10196185071678,50.04563053901717,664.3723170460523,98.54887954383096,56.324703069420366,15.431098614145512,86.92653759124971,199.1557806450694,158.51469705906527,62.380671008777824,45.931691100297286,458.32395953071483,228.83289012965102,1,0,1,0,168,162,203.14932234664494,39.08732213077635,207.14031685792435,101.38669878411318,294.0495071591585,60.42709646666794,34.44549448477579,1,0,0,0,0,0,0,0,0.3540952496972859,12.482710672051354,174.6234377409929,162.68778114760596,98180.36652756993,151.85680792928963,41.699023629481566,144807.4510387922,257.4751454383993,24.005535524770238,92.85662210299441,60259.59636060897,178.13336294383143,51536.675427699636,147774.53653475762,80126.14353940534,197.34955112769285,324.0071744645102,187.2197034238692,58.715666973628835,584.1075606933382,150.51013288600757,186.40568651811037,71.12022576401014,68.79110558132362,537.3962609497906,2018-02-22 00:04:00,Benign
56268,17,9322,51.29192734837139,168.0389762561527,147.08560125101712,19.023194424668134,587.6461942482565,26.464269592421147,205.25086342285073,90.9410731336647,57.693071725332885,349.6341575281707,62.831816549239136,18.583364066345567,95277.07306152051,70.02678836957458,480.36898214851385,80.22431354288148,115.8963807786935,803.7139177109965,75.2435152741004,106.15961778918319,49.61014842685252,531.3852379594127,557.5790263403374,128.4250162529833,149.04408297774015,50.182079730459485,92.10985357298904,727.3457656392577,1,0,0,0,55,191,97.04609615839207,24.359255329127592,248.98172957547064,210.90656753913834,146.75744539926814,9.237475177676544,26.543030013820754,0,1,1,1,1,1,0,0,0.6130743552888407,17.248593208415556,14.250924531220875,198.665733180865,95956.74027759253,11.569955381446107,150.23008253845447,36294.69910939052,7.8346390152596825,4.069423651434093,104.77473195829013,39523.96469204934,25.835307992659025,62563.1202477368,133455.1050579292,96845.0848692644,72.03014614582372,77.98446046297721,378.67874243456606,48.868015738802875,207.25053862836046,142.55921278604558,115.23321648027972,68.7126115800987,203.5584893716303,126.15257320779259,2018-02-22 00:05:00,Benign
5633,6,107504,113.45646456890047,116.95860398172896,45.42266248361126,113.03696970599887,399.8241182338969,464.99204723005096,182.63507189441373,14.025073400412978,480.2261781101688,264.8160242319507,70.21753519059209,25.890912228846958,113422.00657091822,22.81069450168266,76.62023921222635,43.06763269712427,214.9186464147585,301.7637145827782,113.4433494987566,284.1656516990672,61.609367012923755,202.33682948468226,409.4664608407791,224.648696436009,243.179513587474,22.28467507388608,292.2335589997613,259.66148878727296,0,1,0,1,167,252,134.61121961889808,61.77453858490271,319.7699902896719,438.02706584002715,166.43704214737528,72.83932968018621,89.48336299593566,0,1,0,0,0,1,0,0,2.1606996107468532,59.04496279625351,136.290376708351,77.9662991854786,155453.60022030032,78.77445832803483,80.57893024697205,41437.14688083001,90.52218667339409,153.49732504988697,34.611130444610424,97118.69830713565,24.086040627192006,92683.43098186716,143248.11611548543,23386.130863351544,139.96040176592743,555.4924062481193,206.090018988915,68.27422552169968,345.76639430967134,381.12923119826684,229.49736159787466,107.38515111991892,563.4928510440602,743.1299932827571,2018-02-22 00:06:00,Benign
45702,17,116199,168.35077285426974,120.11892248142543,88.72305108075864,62.97876922666144,551.9643576223793,606.6667441591853,12.665272459841987,25.817422279488415,551.1527170148875,463.4208459596926,81.84787972804747,53.938876657315056,113845.79485417539,135.85237494895907,361.21722162536025,109.79327860231422,522.3377964638315,274.9785635998134,34.3202624685089,78.5381312629623,74.27582840302276,297.53768847024526,426.2208522704745,169.9183543035602,226.73669776428952,62.868441786861275,314.45852537799294,902.9531247707043,1,1,1,0,271,200,71.85069985681601,65.94567452622508,168.6069338059242,293.3442078390378,55.36898539002172,57.17729642486293,67.21604193948816,0,1,1,1,0,0,1,1,1.5454502244659634,5.46252168148952,155.933832626346,119.04462757842725,126484.4923276439,4.792613869935209,120.10401625291664,99094.29956855014,116.17231490914824,167.1700594372723,17.951495054803217,76208.274635971,96.54566133435698,84579.15082979863,25319.372801949256,210361.50781033596,152.16116444270972,455.73770982050127,201.4337642262036,37.84846259122279,671.8095142348325,67.10244932154512,104.84903471890937,93.78241814315066,101.76548235074824,455.3199496865418,2018-02-22 00:07:00,Benign
13204,6,160463,21.041619536314244,110.97897031740997,66.79695129731634,328.9810861827617,489.8329328168601,886.4778956885643,255.87546348107497,28.2892563539068,377.4744505600811,363.953269191041,319.7649713692615,38.694406973590304,15657.507199824482,60.41005957612243,57.519709687277185,60.612940231552805,622.2661758935006,260.0679340988672,61.603062923179834,239.83657156156278,75.74295049339764,72.40332254021797,246.89043248402314,58.22374435613527,173.1369086471672,23.96414910318181,13.25519661363353,159.9920345319693,0,0,0,0,136,33,23.11892633720278,1.6233135095200169,26.93989443301774,299.87382050355376,34.65151257297816,46.30938381073607,71.18836608845209,1,1,1,1,0,1,0,0,1.5024587458035965,210.36169411734537,33.37314099854872,95.29284392454284,116976.36712625163,48.33920712198653,31.045950384162012,4529.339750168554,48.008543494499314,146.48669903740586,135.41257951707976,89898.77537327682,135.58383943542432,115691.3793624718,181011.25089120434,85498.43185724839,231.20017185386692,40.103135334453384,27.807504956313295,60.8235202659757,134.57469565883713,293.9391086492952,241.6251499803496,42.58692841017998,435.94214019259687,264.1341892450966,2018-02-22 00:08:00,Web Attack
6172,6,178566,56.294051318986654,0.09910284759932608,109.73231375233433,112.46600557121663,844.9723270704912,476.6569959593835,523.1476610310915,89.69356406751348,270.6172944537066,146.49053350354185,165.97553714514464,80.55726975585101,144432.63035974605,141.44417952848343,451.4672712131271,84.75293846778061,785.2761723062416,147.28234725183086,12.21368982335207,102.90217141039997,48.25876747734212,338.7970226785113,595.410534754992,178.15407839318976,561.6568359196356,82.46004530131185,279.7297709328223,135.7142404500352,1,1,0,0,249,186,175.54845102700898,36.996300606970465,418.30635163597685,56.33356491091587,117.95727535233121,87.17679934947719,60.40248827339815,0,0,1,0,0,0,1,0,1.3550329252601196,56.03365378543407,149.4329809120779,81.04816113283366,134761.1337298338,212.9941293317274,111.3262993960588,14810.543026392974,85.76153169689954,169.50216726738466,30.085297110170032,103950.30818835193,34.80724331494176,149395.34441261488,129228.65335492401,101208.09204702765,163.861942901647,328.2859001274164,372.2400701887407,13.22673997917365,472.6803413003714,15.871255508369245,380.884228579008,36.126757858904895,393.57275818566694,126.86333655618395,2018-02-22 00:09:00,Benign
